"Week_ending_friday","Week_number","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Petrol_importer_cost_NZc.p.l","Petrol_ETS_NZc.p.l","Petrol_GST_NZc.p.l","Petrol_taxes_NZc.p.l","Petrol_price_excl_taxes_NZc.p.l","Petrol_main_port_price_NZc.p.l","Petrol_discounted_retail_price_NZc.p.l","Petrol_importer_margin_NZc.p.l","Petrol_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2004-04-23,"2004w16",32.1,0.633,50.74,43.4,0,7.5,7.9,59.6,67.5,67.5,18.7,18.2332133378099,48.6,0,12.7,54.7,59.8,114.5,114.5,13.9,13.701444157005,59.6
2004-04-30,"2004w17",32.65,0.626,52.16,45.8,0,7.3,7.7,58.3,66,66,15.9,18.2368013184851,52.2,0,12.6,54.5,58.5,113,113,11.8,13.6852720837593,58.3
2004-05-07,"2004w18",33.38,0.63,52.94,47.8,0,7.8,8.2,62.2,70.3,70.3,18.8,18.2403892991603,53.3,0,13,55,62.3,117.3,117.3,13.8,13.6691000105136,62.1
2004-05-14,"2004w19",34.41,0.609,56.55,48.1,0,8.3,8.7,66.2,74.9,74.9,20.5,18.2439772798355,56.4,0,13.5,55.5,66.4,121.9,121.9,14.2,13.6529279372679,66.2
2004-05-21,"2004w20",35.77,0.602,59.4,46.5,0,8.3,8.6,65.7,74.3,74.3,17.9,18.2475652605107,54.3,0,13.5,55.4,65.9,121.3,121.3,12.6,13.6367558640222,65.7
2004-05-28,"2004w21",35.03,0.618,56.68,45.7,0,8.5,8.9,68,76.9,76.9,19.9,18.2511532411859,53.7,0,13.8,55.7,68.2,123.9,123.9,11.8,13.6205837907765,68
2004-06-04,"2004w22",35.22,0.628,56.13,44.3,0,8.5,8.9,67.7,76.6,76.6,21.3,18.2547412218611,49.4,0,13.7,55.7,67.9,123.6,123.6,13.6,13.6044117175308,67.7
2004-06-11,"2004w23",33.52,0.629,53.3,44.5,0,8.2,8.5,65.1,73.6,73.6,19.4,18.2583292025363,48.2,0,13.4,55.4,65.2,120.6,120.6,11.5,13.5882396442851,65.1
2004-06-18,"2004w24",33.31,0.627,53.12,44.5,0,8,8.3,63.3,71.6,71.6,19,18.2619171832115,47.7,0,13.2,55.1,63.5,118.6,118.6,14.1,13.5720675710394,63.3
2004-06-25,"2004w25",33.66,0.63,53.45,43.2,0,7.8,8.1,61.8,69.9,69.9,17.3,18.2651317159647,44.6,0,13,55,61.9,116.9,116.9,13.7,13.5514823139322,61.8
2004-07-02,"2004w26",32.19,0.637,50.51,45.8,0,7.6,8,60.5,68.5,68.5,16.1,18.2683462487178,47.3,0,12.7,54.7,59.8,114.5,114.5,12.2,13.530897056825,60.5
2004-07-09,"2004w27",34.41,0.652,52.78,45.8,0,7.7,8,61.1,69.2,69.2,17.9,18.2715607814709,48.3,0,12.5,54.5,58.4,112.9,112.9,13.8,13.5103117997178,61.2
2004-07-16,"2004w28",34.44,0.656,52.52,47.7,0,7.9,8.2,62.7,70.9,70.9,16.9,18.2747753142241,48.9,0,12.7,54.6,59.3,113.9,113.9,12,13.4897265426107,62.7
2004-07-23,"2004w29",34.72,0.65,53.44,51,0,8,8.3,63.4,71.8,71.8,17.6,18.2779898469772,51.3,0,12.9,54.8,60.9,115.8,115.8,12.7,13.4691412855035,63.5
2004-07-30,"2004w30",35.24,0.632,55.75,51.5,0,8.3,8.6,66,74.6,74.6,18.2,18.2812043797303,53.1,0,13.1,55.1,63,118,118,14,13.4485560283963,66
