"Week_ending_friday","Week_number","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Petrol_importer_cost_NZc.p.l","Petrol_ETS_NZc.p.l","Petrol_GST_NZc.p.l","Petrol_taxes_NZc.p.l","Petrol_price_excl_taxes_NZc.p.l","Petrol_main_port_price_NZc.p.l","Petrol_discounted_retail_price_NZc.p.l","Petrol_importer_margin_NZc.p.l","Petrol_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2004-08-06,"2004w31",37.04,0.642,57.74,51,0,8.6,9,68.6,77.6,77.6,17.6,18.2844189124835,53.2,0,13.4,55.4,65.2,120.6,120.6,14,13.4279707712891,68.6
2004-08-13,"2004w32",38.19,0.654,58.39,52,0,8.8,9.1,69.8,78.9,78.9,18.3,18.2876334452366,53.9,0,13.5,55.5,66.4,121.9,121.9,13.3,13.4073855141819,69.8
2004-08-20,"2004w33",39.81,0.666,59.77,52,0,8.8,9.1,69.8,78.9,78.9,18.8,18.2874967152692,52.8,0,13.5,55.5,66.4,121.9,121.9,13.2,13.3812200863745,69.8
2004-08-27,"2004w34",39.6,0.656,60.34,50.9,0,8.8,9.1,69.8,78.9,78.9,17.7,18.2873599853018,50.1,0,13.5,55.5,66.4,121.9,121.9,12.5,13.3550546585671,69.8
2004-09-03,"2004w35",36.46,0.652,55.91,52.9,0,8.8,9.1,69.9,79,79,17.9,18.2872232553344,49.3,0,13.5,55.5,66.3,121.8,121.8,13.5,13.3288892307597,69.9
2004-09-10,"2004w36",34.96,0.65,53.79,53.3,0,8.7,9,68.9,77.9,77.9,18,18.2870865253669,49.9,0,13.3,55.3,64.6,119.9,119.9,14.6,13.3027238029524,68.9
2004-09-17,"2004w37",34.57,0.659,52.45,54.7,0,8.7,9,68.9,77.9,77.9,16,18.2869497953995,51.6,0,13.3,55.3,64.6,119.9,119.9,15.3,13.276558375145,68.9
2004-09-24,"2004w38",35.28,0.663,53.21,55.1,0,8.7,9,69,78,78,15.7,18.2868130654321,52.7,0,13.3,55.3,64.7,120,120,14.8,13.2503929473376,69
2004-10-01,"2004w39",37.26,0.671,55.57,53.5,0,9.1,9.4,72.2,81.6,81.6,17.4,18.2866763354647,53.5,0,13.4,55.4,65.5,120.9,120.9,13.8,13.2242275195302,72.2
2004-10-08,"2004w40",37.8,0.673,56.14,57.3,0,9.1,9.5,72.4,81.9,81.9,17.3,18.2865396054973,55.4,0,13.4,55.4,65.5,120.9,120.9,12.8,13.1980620917228,72.4
2004-10-15,"2004w41",37.72,0.68,55.47,56.8,0,9.1,9.5,72.8,82.3,82.3,19.3,18.2813117486261,53.2,0,13.6,55.6,66.8,122.3,122.3,13.3,13.1670146597492,72.8
2004-10-22,"2004w42",37.54,0.688,54.58,55.9,0,9.4,9.7,74.7,84.5,84.5,17.5,18.276083891755,53.6,0,13.9,55.9,69.2,125,125,13.8,13.1359672277756,74.8
2004-10-29,"2004w43",37.38,0.692,54.03,52.9,0,9.3,9.7,74.2,83.9,83.9,17.5,18.2708560348838,51.8,0,13.7,55.7,67.7,123.3,123.3,14.4,13.1049197958019,74.2
2004-11-05,"2004w44",36.66,0.688,53.31,53.3,0,9.3,9.7,74.2,83.9,83.9,18.3,18.2656281780127,51.3,0,13.5,55.5,66.4,121.9,121.9,12.8,13.0738723638283,74.2
2004-11-12,"2004w45",34.98,0.69,50.71,51.9,0,9.2,9.6,73.5,83,83,20.6,18.2604003211415,49,0,13.4,55.4,65.6,121,121,13.8,13.0428249318547,73.4
2004-11-19,"2004w46",32.97,0.701,47.01,53.1,0,9.1,9.4,72.2,81.6,81.6,18.8,18.2551724642704,50.4,0,13.3,55.3,64.4,119.6,119.6,13,13.011777499881,72.2
2004-11-26,"2004w47",33.72,0.712,47.37,49.8,0,8.9,9.3,70.9,80.2,80.2,19,18.2499446073992,48.1,0,13.1,55.1,63.2,118.3,118.3,14.2,12.9807300679074,70.9
2004-12-03,"2004w48",35.46,0.716,49.53,45.2,0,9.1,9.4,72.2,81.6,81.6,19.1,18.2447167505281,42.3,0,13.4,55.4,65.2,120.6,120.6,14.9,12.9496826359338,72.2
2004-12-10,"2004w49",33.23,0.717,46.35,47.6,0,8.4,8.7,66.7,75.5,75.5,16.9,18.2387636003204,42.8,0,12.7,54.6,59.3,113.9,113.9,11.2,12.9161088797695,66.8
2004-12-17,"2004w50",33.94,0.71,47.81,48.2,0,8.1,8.5,64.4,72.9,72.9,19.3,18.2328104501127,43.1,0,12.2,54.2,55.7,109.9,109.9,13.4,12.8825351236053,64.4
2004-12-24,"2004w51",35.95,0.713,50.46,44.1,0,8.4,8.8,66.9,75.7,75.7,19.3,18.2268572999051,41.5,0,12.5,54.4,57.7,112.1,112.1,14.9,12.8489613674411,66.9
2004-12-31,"2004w52",33.38,0.718,46.51,46,0,8.5,8.8,67.4,76.2,76.2,19.2,18.2209041496974,42.5,0,12.5,54.5,58,112.5,112.5,14.9,12.8153876112768,67.4
2005-01-07,"2005w01",34.44,0.7,49.18,47.4,0,8.2,8.5,65,73.5,73.5,20.4,18.2149509994897,45,0,12.3,54.2,56.2,110.5,110.5,14.3,12.7818138551126,65
2005-01-14,"2005w02",37.01,0.699,52.94,47.7,0,8.5,8.9,67.7,76.6,76.6,21.8,18.208997849282,48.4,0,12.6,54.6,59,113.6,113.6,16.5,12.7482400989483,67.7
2005-01-21,"2005w03",39.32,0.7,56.19,49.6,0,8.7,9,68.9,77.9,77.9,21.5,18.2030446990744,49.1,0,13,55,62.2,117.2,117.2,17.2,12.7146663427841,68.9
2005-01-28,"2005w04",40.35,0.714,56.5,48.7,0,8.7,9,68.9,77.9,77.9,21.1,18.1970915488667,48.5,0,13.1,55.1,63.1,118.2,118.2,14.7,12.6810925866199,68.9
2005-02-04,"2005w05",38.79,0.711,54.53,49.1,0,8.7,9,68.9,77.9,77.9,19.3,18.1619857820424,49.1,0,13.2,55.2,63.7,118.9,118.9,14.6,12.6378381326887,68.9
2005-02-11,"2005w06",38.2,0.705,54.21,48.7,0,8.5,8.8,67.4,76.2,76.2,18.6,18.1268800152181,51.7,0,13.1,55,62.6,117.6,117.6,14,12.5945836787576,67.4
2005-02-18,"2005w07",39.4,0.715,55.09,51.7,0,8.4,8.7,66.5,75.2,75.2,17.3,18.0917742483938,54.7,0,12.9,54.9,61.6,116.5,116.5,12.4,12.5513292248265,66.5
2005-02-25,"2005w08",41,0.724,56.65,55.8,0,8.5,8.9,68,76.9,76.9,19.3,18.0566684815695,54.7,0,13.2,55.2,64,119.2,119.2,12.3,12.5080747708953,68
2005-03-04,"2005w09",42.9,0.726,59.11,55.8,0,8.6,9,68.8,77.8,77.8,17.1,18.0215627147451,55.7,0,13.4,55.3,64.9,120.2,120.2,10.2,12.4648203169642,68.8
2005-03-11,"2005w10",44.66,0.737,60.59,57.8,0,9.3,9.6,73.8,83.5,83.5,18.1,17.9864569479208,54.5,0,13.5,55.5,66.4,121.9,121.9,11.7,12.421565863033,73.9
2005-03-18,"2005w11",46.21,0.741,62.36,58.6,0,9.7,10,76.9,86.9,86.9,21.1,17.9513511810965,55.3,0,13.6,55.5,66.6,122.2,122.2,10.9,12.3783114091019,76.9
2005-03-25,"2005w12",47.58,0.73,65.16,60.8,0,9.4,9.8,75,84.8,84.8,17.2,17.9162454142722,57.4,0,13.5,55.5,66.3,121.8,121.8,11.8,12.3350569551707,75
2005-04-01,"2005w13",46.77,0.709,65.95,63.5,0,9.8,10.1,77.7,87.8,87.8,18.9,17.8532960432374,61.2,0,13.9,55.8,68.9,124.7,124.7,12.7,12.3029146635854,77.7
2005-04-08,"2005w14",49.76,0.709,70.16,58.9,0,9.9,10.2,78.7,88.9,88.9,17.8,17.7903466722027,58.5,0,14.4,61.4,68.1,129.5,129.5,10.8,12.270772372,78.7
2005-04-15,"2005w15",46.76,0.72,64.96,58.1,0,9.9,10.2,78.7,88.9,88.9,15.2,17.7273973011679,57.9,0,14.4,61.4,68.1,129.5,129.5,7,12.2386300804146,78.7
2005-04-22,"2005w16",45.25,0.722,62.65,58,0,9.8,10.2,78.3,88.5,88.5,19.4,17.6644479301331,55.6,0,14.4,61.4,68.1,129.5,129.5,9.7,12.2064877888293,78.3
2005-04-29,"2005w17",47.19,0.726,65.03,56.1,0,9.5,9.9,76,85.9,85.9,17.9,17.6014985590983,51.4,0,14.4,61.4,68.1,129.5,129.5,10.2,12.1743454972439,76
2005-05-06,"2005w18",45.83,0.731,62.71,54.9,0,9.5,9.8,75.5,85.3,85.3,17.5,17.5385491880636,51.6,0,14.1,61.1,66.1,127.2,127.2,10.5,12.1422032056585,75.5
2005-05-13,"2005w19",45.5,0.728,62.53,54,0,9.3,9.6,74,83.6,83.6,17.9,17.4755998170288,50.5,0,13.8,60.7,63.2,123.9,123.9,11.8,12.1100609140732,74
2005-05-20,"2005w20",44.53,0.71,62.73,56.2,0,9.1,9.4,72.2,81.6,81.6,17.3,17.412650445994,51.7,0,13.7,60.7,62.9,123.6,123.6,11.3,12.0779186224878,72.2
2005-05-27,"2005w21",45.24,0.711,63.64,58.8,0,8.8,9.2,70,79.2,79.2,16,17.3226421915319,53.7,0,13.4,60.4,60.5,120.9,120.9,10,12.0735238421866,70
2005-06-03,"2005w22",47.32,0.705,67.08,62.4,0,9,9.3,71.3,80.6,80.6,15.1,17.2326339370697,54.9,0,13.5,60.5,61.3,121.8,121.8,9.5,12.0691290618855,71.3
2005-06-10,"2005w23",49.49,0.712,69.48,64.9,0,9.4,9.8,74.9,84.6,84.6,16.1,17.1426256826075,56.9,0,13.8,60.8,63.8,124.6,124.6,10.1,12.0647342815843,74.8
2005-06-17,"2005w24",50.4,0.709,71.05,64.8,0,9.7,10.1,77.5,87.6,87.6,15.1,17.0526174281454,58.6,0,14.2,61.1,66.5,127.6,127.6,11.5,12.0603395012832,77.5
2005-06-24,"2005w25",50.49,0.713,70.78,65.5,0,10.2,10.6,81.6,92.2,92.2,16.7,16.9626091736832,59.3,0,14.6,61.5,69.5,131,131,12.6,12.055944720982,81.6
2005-07-01,"2005w26",53.23,0.702,75.84,70.9,0,10.4,10.8,83.1,93.9,93.9,18.7,16.872600919221,64.4,0,14.7,61.7,70.5,132.2,132.2,12.3,12.0515499406809,83.1
2005-07-08,"2005w27",53.76,0.677,79.41,69.1,0,10.4,10.8,83.1,93.9,93.9,17.6,16.7825926647589,62.3,0,14.7,62.4,69.8,132.2,132.2,10.5,12.0471551603797,83.1
2005-07-15,"2005w28",54.17,0.677,80.02,65.7,0,10.6,11,84.6,95.6,95.6,13.7,16.6925844102967,63.3,0,14.8,62.5,70.7,133.2,133.2,6.4,12.0427603800786,84.6
2005-07-22,"2005w29",51.38,0.678,75.8,65.1,0,10.8,11.1,85.7,96.8,96.8,16.5,16.6072786186845,64.5,0,15.1,62.7,73,135.8,135.8,10.7,12.0940340396864,85.7
2005-07-29,"2005w30",51.82,0.683,75.92,65.1,0,10.4,10.8,83.1,93.9,93.9,17.4,16.5219728270723,65.9,0,15.3,63,74.9,137.9,137.9,11.6,12.1453076992943,83.1
2005-08-05,"2005w31",54.63,0.686,79.61,67.5,0,10.4,10.8,83.1,93.9,93.9,18,16.4366670354601,69.1,0,15.4,63.1,75.7,138.8,138.8,11.2,12.1965813589021,83.1
2005-08-12,"2005w32",55.72,0.696,80.11,66.9,0,10.5,10.9,83.9,94.8,94.8,18.8,16.3513612438479,68.3,0,15.7,63.3,77.7,141,141,11.8,12.24785501851,83.9
2005-08-19,"2005w33",57.13,0.703,81.24,67,0,10.8,11.1,85.8,96.9,96.9,18.3,16.2660554522357,71,0,16,63.7,80.2,143.9,143.9,11.2,12.2991286781178,85.8
2005-08-26,"2005w34",56.64,0.696,81.33,73.5,0,10.8,11.1,85.8,96.9,96.9,18.8,16.1807496606234,79.5,0,16.1,63.7,80.8,144.5,144.5,12.5,12.3504023377257,85.8
2005-09-02,"2005w35",58.64,0.696,84.3,73.5,0,11,11.4,87.7,99,99,20.7,16.0954438690112,79.5,0,16.7,64.3,85.7,150,150,14.7,12.4016759973335,87.6
2005-09-09,"2005w36",57.25,0.707,81.01,76.5,0,11.3,11.7,90.2,101.9,101.9,16.7,16.010138077399,78.1,0,17.1,64.8,89.4,154.2,154.2,9.9,12.4529496569414,90.2
2005-09-16,"2005w37",55.5,0.706,78.6,75.6,0,11.1,11.4,88.2,99.6,99.6,11.7,15.9498027513576,74.1,0,17.1,64.7,88.9,153.6,153.6,10.7,12.5425418985943,88.2
2005-09-23,"2005w38",56.69,0.698,81.2,80.3,0,11,11.4,87.7,99,99,12.1,15.8894674253161,74.6,0,16.9,64.5,87.4,151.9,151.9,13.3,12.6321341402472,87.6
2005-09-30,"2005w39",56.18,0.687,81.83,83,0,11.3,11.7,90.2,101.9,101.9,9.9,15.8291320992747,73.4,0,16.9,64.5,87.4,151.9,151.9,12.8,12.7217263819001,90.2
2005-10-07,"2005w40",55.96,0.695,80.54,80.3,0,11.4,11.8,91.2,103,103,8.3,15.7687967732332,71,0,16.9,64.5,87.4,151.9,151.9,13.9,12.811318623553,91.2
2005-10-14,"2005w41",54.04,0.695,77.75,79.6,0,11.8,12.1,93.8,105.9,105.9,13.4,15.7084614471918,70.4,0,16.6,64.3,85.5,149.8,149.8,14.4,12.9009108652059,93.8
2005-10-21,"2005w42",53.83,0.698,77.18,75.1,0,11.7,12.1,93.3,105.3,105.3,13.7,15.6481261211503,67.7,0,16.5,64.1,84.2,148.3,148.3,13.7,12.9905031068588,93.2
2005-10-28,"2005w43",52.96,0.704,75.19,72.2,0,11.3,11.7,90.2,101.9,101.9,15.1,15.5877907951089,62.7,0,15.8,63.5,79,142.5,142.5,11.3,13.0800953485117,90.2
2005-11-04,"2005w44",52.9,0.697,75.95,68.5,0,11.3,11.7,90.2,101.9,101.9,18,15.5274554690674,62.5,0,15.5,63.2,76.7,139.9,139.9,14,13.1696875901646,90.2
2005-11-11,"2005w45",53.16,0.684,77.73,67.3,0,11.3,11.6,89.7,101.3,101.3,21.2,15.4898402171996,62.2,0,15.5,63.2,76.7,139.9,139.9,14.2,13.2496257688429,89.7
2005-11-18,"2005w46",50.67,0.684,74.04,68.1,0,10.8,11.2,86.3,97.5,97.5,19,15.4522249653317,60.1,0,15.3,63,74.8,137.8,137.8,12.6,13.3295639475212,86.3
2005-11-25,"2005w47",50.55,0.691,73.1,65.5,0,10.5,10.9,84,94.9,94.9,15.9,15.4146097134638,58.4,0,15.2,62.9,74,136.9,136.9,13.9,13.4095021261995,84
2005-12-02,"2005w48",50.5,0.702,71.98,61.2,0,10.3,10.7,82.1,92.8,92.8,16.6,15.3769944615959,54.7,0,15,62.7,72.6,135.3,135.3,14.2,13.4894403048779,82.1
2005-12-09,"2005w49",53.26,0.71,74.99,64.1,0,9.9,10.2,78.7,88.9,88.9,17.5,15.339379209728,57,0,14.7,62.3,69.6,131.9,131.9,14.9,13.5693784835562,78.7
2005-12-16,"2005w50",54.82,0.704,77.88,68.4,0,9.9,10.3,79.2,89.5,89.5,15.1,15.3017639578602,60,0,14.7,62.4,70.1,132.5,132.5,13.1,13.6493166622345,79.2
2005-12-23,"2005w51",52.68,0.682,77.23,70.7,0,10.3,10.7,82.2,92.9,92.9,13.8,15.2641487059923,59.1,0,15.1,62.8,73.1,135.9,135.9,13.2,13.7292548409128,82.2
2005-12-30,"2005w52",52.11,0.678,76.85,70.6,0,10.3,10.7,82.2,92.9,92.9,11.5,15.2265334541244,60.1,0,15.1,62.8,73.1,135.9,135.9,14,13.8091930195911,82.2
2006-01-06,"2006w01",55.53,0.686,80.96,73.3,0,10.4,10.8,83,93.8,93.8,12.4,15.2040768280155,65.3,0,15.2,62.9,73.9,136.8,136.8,13.8,13.8727473300477,83
2006-01-13,"2006w02",57.36,0.694,82.67,72.1,0,11,11.3,87.4,98.8,98.8,14.2,15.1816202019066,63.6,0,15.7,63.3,77.7,141,141,12.4,13.9363016405043,87.5
2006-01-20,"2006w03",58.55,0.69,84.88,78.7,0,11.1,11.5,88.4,99.9,99.9,16.4,15.1591635757978,65.8,0,15.8,63.4,78.5,141.9,141.9,14.9,13.9998559509608,88.4
2006-01-27,"2006w04",60.22,0.684,88.1,80.1,0,11.5,11.8,91.5,103.3,103.3,12.8,15.1367069496889,66.3,0,16.1,63.8,81.5,145.3,145.3,15.8,14.0634102614174,91.5
2006-02-03,"2006w05",60.48,0.685,88.3,75.9,0,11.8,12.1,93.8,105.9,105.9,13.6,15.11425032358,64.3,0,16.2,63.9,81.9,145.8,145.8,15.6,14.126964571874,93.8
2006-02-10,"2006w06",58.83,0.678,86.74,78.6,0,11.8,12.1,93.8,105.9,105.9,17.9,15.0917936974711,63.3,0,15.9,63.6,79.6,143.2,143.2,15.3,14.1905188823306,93.8
2006-02-17,"2006w07",56.38,0.675,83.53,78.8,0,11.8,12.1,93.8,105.9,105.9,15.2,15.0693370713622,62.6,0,15.8,63.4,78.5,141.9,141.9,15.2,14.2540731927871,93.8
2006-02-24,"2006w08",56.02,0.664,84.37,80.8,0,11.8,12.2,94.2,106.3,106.3,15.3,15.0468804452534,66.5,0,16.1,63.7,80.8,144.5,144.5,18.1,14.3176275032437,94.1
2006-03-03,"2006w09",57.61,0.663,86.94,80.6,0,12,12.3,95.3,107.6,107.6,14.5,15.051586518464,67.1,0,16.4,64.1,83.8,147.9,147.9,17.3,14.3600392894321,95.3
2006-03-10,"2006w10",58.15,0.654,88.94,83.3,0,11.9,12.3,94.9,107.2,107.2,14.3,15.0562925916746,68,0,16.6,64.2,84.9,149.2,149.2,17.8,14.4024510756206,94.9
2006-03-17,"2006w11",57.25,0.642,89.14,84.8,0,12.1,12.5,96.4,108.9,108.9,13.2,15.0609986648852,70.1,0,16.6,64.3,85.2,149.5,149.5,17.2,14.444862861809,96.4
2006-03-24,"2006w12",56.98,0.625,91.2,83.8,0,12.4,12.8,99,111.8,111.8,14.2,15.0657047380958,71.7,0,16.9,64.5,87.2,151.8,151.8,17.1,14.4872746479974,99
2006-03-31,"2006w13",58.18,0.608,95.74,87.2,0,12.8,13.2,102,115.2,115.2,18.2,15.0704108113064,76.3,0,17.2,64.9,90.3,155.2,155.2,18.6,14.5296864341859,102
2006-04-07,"2006w14",61.13,0.611,100.02,89.7,0,13,13.3,103.6,116.9,116.9,16.4,15.075116884517,79.1,0,17.4,65.7,90.5,156.2,156.2,14.1,14.5720982203743,103.6
2006-04-14,"2006w15",62.65,0.613,102.16,92.5,0,13.4,13.7,106.6,120.3,120.3,16.9,15.0798229577277,83.4,0,17.7,66.1,93.3,159.3,159.3,14.1,14.6145100065627,106.6
2006-04-21,"2006w16",65.75,0.628,104.64,97,0,13.7,14,108.9,122.9,122.9,16.4,15.0845290309383,86.7,0,18.3,66.6,97.8,164.5,164.5,14.5,14.6569217927512,108.9
2006-04-28,"2006w17",66.49,0.631,105.35,100.2,0,13.8,14.2,110.2,124.3,124.3,13.2,15.0989122577643,87.3,0,18.8,67.1,101.6,168.8,168.8,15,14.6520723615277,110.1
2006-05-05,"2006w18",66.81,0.638,104.65,101.1,0,14.2,14.6,113.3,127.9,127.9,13.2,15.1132954845903,92,0,19,67.4,103.5,170.9,170.9,16.2,14.6472229303042,113.3
2006-05-12,"2006w19",65.78,0.632,104.03,101.7,0,14.2,14.6,113.3,127.9,127.9,12.3,15.1276787114163,92.5,0,19,67.4,103.5,170.9,170.9,11.6,14.6423734990807,113.3
2006-05-19,"2006w20",63.65,0.623,102.09,101.2,0,14.2,14.6,113.3,127.9,127.9,11.6,15.1420619382422,93.9,0,19,67.4,103.5,170.9,170.9,11,14.6375240678572,113.3
2006-05-26,"2006w21",64.35,0.629,102.38,96.5,0,14.2,14.6,113.3,127.9,127.9,12.1,15.1564451650682,92.1,0,19,67.4,103.5,170.9,170.9,9.6,14.6326746366337,113.3
2006-06-02,"2006w22",65.32,0.635,102.91,96,0,14.2,14.6,113.3,127.9,127.9,16.9,15.1708283918942,90,0,19,67.4,103.5,170.9,170.9,11.5,14.6278252054102,113.3
2006-06-09,"2006w23",65.77,0.629,104.57,96.3,0,14.2,14.6,113.3,127.9,127.9,17.4,15.1852116187202,89.3,0,19,67.4,103.5,170.9,170.9,13.5,14.6229757741867,113.3
2006-06-16,"2006w24",63.7,0.625,101.89,95.4,0,14.2,14.6,113.3,127.9,127.9,17.1,15.1995948455462,88.1,0,19,67.4,103.5,170.9,170.9,14.2,14.6181263429632,113.3
2006-06-23,"2006w25",63.99,0.616,103.94,94.3,0,14,14.4,111.8,126.2,126.2,16.4,15.1979216319847,85.4,0,18.8,67.2,102,169.2,169.2,13.9,14.5752041956245,111.8
2006-06-30,"2006w26",66.66,0.603,110.54,96.9,0,13.8,14.1,109.8,123.9,123.9,15.5,15.1962484184232,91.2,0,18.5,66.9,100,166.9,166.9,14.6,14.5322820482857,109.8
2006-07-07,"2006w27",68.81,0.607,113.42,98,0,13.8,14.1,109.8,123.9,123.9,12.9,15.1945752048617,92.3,0,18.9,67.2,102.5,169.8,169.8,11.4,14.489359900947,109.8
2006-07-14,"2006w28",69.58,0.615,113.11,97.1,0,13.8,14.1,109.8,123.9,123.9,11.8,15.1929019913002,91.2,0,19,67.4,103.5,170.9,170.9,11.2,14.4464377536083,109.8
2006-07-21,"2006w29",69.19,0.623,111.08,95.6,0,14.1,14.4,112.1,126.5,126.5,15,15.1912287777387,91.1,0,19.4,67.8,107,174.8,174.8,15.8,14.4035156062696,112.1
2006-07-28,"2006w30",68.34,0.622,109.82,94.9,0,14.2,14.6,113.3,127.9,127.9,17.8,15.1895555641772,90.7,0,19.7,68,108.9,176.9,176.9,17.7,14.3605934589309,113.3
2006-08-04,"2006w31",70.17,0.62,113.22,96.7,0,14,14.3,111.4,125.8,125.8,16.6,15.1878823506158,93.5,0,19.7,68,108.9,176.9,176.9,18.1,14.3176713115922,111.5
2006-08-11,"2006w32",71.21,0.628,113.39,97.8,0,13.9,14.2,110.7,124.9,124.9,14,15.1862091370543,91.3,0,19.7,68,108.9,176.9,176.9,15.4,14.2747491642535,110.7
2006-08-18,"2006w33",68.17,0.636,107.18,95,0,13.9,14.2,110.7,124.9,124.9,12.8,15.1627664950122,84.4,0,19.2,67.6,105.4,173,173,14.1,14.2278275431874,110.7
2006-08-25,"2006w34",68.12,0.638,106.85,94.5,0,13.8,14.1,109.9,124,124,14.9,15.1393238529701,83.3,0,18.5,66.9,100,166.9,166.9,15.5,14.1809059221212,109.9
2006-09-01,"2006w35",65.21,0.645,101.1,92.3,0,13.5,13.9,108,121.9,121.9,13.5,15.1158812109281,77.2,0,18.4,66.8,98.7,165.5,165.5,15.4,14.1339843010551,108
2006-09-08,"2006w36",63.42,0.65,97.58,89.6,0,13.4,13.7,106.5,120.2,120.2,14.2,15.092438568886,70.8,0,17.6,66,92.5,158.5,158.5,15.3,14.0870626799889,106.5
2006-09-15,"2006w37",60.05,0.647,92.8,82.7,0,13.1,13.5,104.8,118.3,118.3,15.3,15.0689959268439,68.3,0,17.2,65.5,88.9,154.5,154.5,18.1,14.0401410589228,104.8
2006-09-22,"2006w38",57.53,0.661,86.98,77.5,0,12.7,13,100.9,113.9,113.9,18.2,15.0455532848019,66.4,0,16.5,64.9,83.7,148.6,148.6,15.5,13.9932194378567,100.9
2006-09-29,"2006w39",56.52,0.66,85.61,76.2,0,11.8,12.2,94,106.2,106.2,16.6,15.0221106427598,65.4,0,16.2,64.6,81.1,145.6,145.6,14.7,13.9462978167905,94
2006-10-06,"2006w40",56.27,0.659,85.37,75.7,0,11.4,11.8,91.2,103.9,103,15,14.9986680007177,64,0,15.9,64.2,78.5,143.9,142.8,13.2,13.8993761957244,92.0003883495146
2006-10-13,"2006w41",56.29,0.659,85.41,74.2,0,11.4,11.8,91.2,103.9,103,15.4,14.9559160665944,62.3,0,15.9,64.2,78.5,143.9,142.8,14.6,13.8605646034987,92.0003883495146
2006-10-20,"2006w42",56.73,0.662,85.66,72.9,0,11.4,11.8,91.2,103.9,103,17,14.913164132471,62.1,0,15.9,64.2,78.5,143.9,142.8,16.2,13.8217530112731,92.0003883495146
2006-10-27,"2006w43",56.77,0.66,86.07,72.5,0,11.4,11.8,91.2,103.9,103,18.3,14.8704121983477,61.7,0,15.9,64.2,78.5,143.9,142.8,16.4,13.7829414190474,92.0003883495146
2006-11-03,"2006w44",55.48,0.669,82.91,68.6,0,11.3,11.6,89.9,102.5,101.6,17.4,14.8276602642243,59.1,0,15.7,64.1,77.3,142.5,141.3,15.6,13.7441298268218,90.7999015748031
2006-11-10,"2006w45",57.53,0.668,86.12,68.8,0,10.9,11.2,86.7,98.9,98,18.1,14.784908330101,60.9,0,15.3,63.7,74.1,138.9,137.8,14.9,13.7053182345962,87.5998979591837
2006-11-17,"2006w46",56.57,0.662,85.4,70.5,0,10.9,11.2,86.7,98.9,98,17.9,14.7421563959776,61.8,0,15.3,63.7,74.1,138.9,137.8,13.2,13.6665066423705,87.5998979591837
2006-11-24,"2006w47",56.13,0.669,83.9,72,0,10.9,11.2,86.7,98.9,98,16.3,14.6994044618543,63.1,0,15.3,63.7,74.1,138.9,137.8,12.3,13.6276950501449,87.5998979591837
2006-12-01,"2006w48",58.97,0.677,87.1,72.1,0,10.9,11.2,86.7,98.9,98,14.8,14.6566525277309,65,0,15.4,63.8,75.1,140,138.9,12,13.5888834579192,87.5998979591837
2006-12-08,"2006w49",59.76,0.688,86.92,70.9,0,10.9,11.2,86.7,98.9,98,14.6,14.6076176011027,64.3,0,15.8,64.1,77.6,142.9,141.8,12.7,13.5673309138512,87.5998979591837
2006-12-15,"2006w50",58.23,0.689,84.46,71.9,0,10.9,11.2,86.7,98.9,98,15.8,14.5585826744745,65.7,0,15.8,64.1,77.6,142.9,141.8,13.4,13.5457783697833,87.5998979591837
2006-12-22,"2006w51",58.44,0.693,84.29,71.7,0,10.9,11.2,86.7,98.9,98,14.8,14.5095477478462,67,0,15.8,64.1,77.6,142.9,141.8,11.9,13.5242258257153,87.5998979591837
2006-12-29,"2006w52",56.88,0.703,80.95,69,0,10.9,11.2,86.7,98.9,98,15.1,14.460512821218,65.8,0,15.8,64.1,77.6,142.9,141.8,10.6,13.5026732816473,87.5998979591837
2007-01-05,"2007w01",53.55,0.704,76.05,67.4,0,10.7,11.1,85.2,98.9,96.3,16.3,14.4114778945897,63.3,0,15.6,63.9,76.2,142.9,140.2,10.4,13.4811207375793,87.5111111111111
2007-01-12,"2007w02",51.2,0.689,74.27,68.1,0,10.4,10.8,83.2,96.6,94,15.8,14.3624429679615,60.6,0,15.3,63.7,74.2,140.6,137.9,11,13.4595681935113,85.5123404255319
2007-01-19,"2007w03",49.55,0.694,71.44,66.9,0,10.1,10.5,80.8,93.9,91.3,12.7,14.3134080413333,57.6,0,15,63.4,71.8,137.9,135.2,11.2,13.4380156494433,83.1123767798467
2007-01-26,"2007w04",51.83,0.699,74.17,67.2,0,10.1,10.5,80.8,93.9,91.3,13.9,14.264373114705,58.9,0,15,63.4,71.8,137.9,135.2,14.2,13.4164631053753,83.1123767798467
2007-02-02,"2007w05",53.36,0.691,77.26,70.3,0,10.1,10.5,80.8,93.9,91.3,13.6,14.2208315119119,61.5,0,15,63.4,71.8,137.9,135.2,12.9,13.422610761477,83.1123767798467
2007-02-09,"2007w06",55.44,0.684,81.03,72.6,0,10.4,10.8,83.1,96.5,93.9,12.8,14.1772899091187,63.6,0,15.3,63.7,74.1,140.5,137.8,12.6,13.4287584175787,85.4120340788072
