"Week_ending_friday","Week_number","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Petrol_importer_cost_NZc.p.l","Petrol_ETS_NZc.p.l","Petrol_GST_NZc.p.l","Petrol_taxes_NZc.p.l","Petrol_price_excl_taxes_NZc.p.l","Petrol_main_port_price_NZc.p.l","Petrol_discounted_retail_price_NZc.p.l","Petrol_importer_margin_NZc.p.l","Petrol_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2005-04-29,"2005w17",47.19,0.726,65.03,56.1,0,9.5,9.9,76,85.9,85.9,17.9,17.6048326639334,51.4,0,14.4,61.4,68.1,129.5,129.5,10.2,12.1790600517683,76
2005-05-06,"2005w18",45.83,0.731,62.71,54.9,0,9.5,9.8,75.5,85.3,85.3,17.5,17.5415016072661,51.6,0,14.1,61.1,66.1,127.2,127.2,10.5,12.1471905423374,75.5
2005-05-13,"2005w19",45.5,0.728,62.53,54,0,9.3,9.6,74,83.6,83.6,17.9,17.4781705505989,50.5,0,13.8,60.7,63.2,123.9,123.9,11.8,12.1153210329065,74
2005-05-20,"2005w20",44.53,0.71,62.73,56.2,0,9.1,9.4,72.2,81.6,81.6,17.3,17.4148394939316,51.7,0,13.7,60.7,62.9,123.6,123.6,11.3,12.0834515234756,72.2
2005-05-27,"2005w21",45.24,0.711,63.64,58.8,0,8.8,9.2,70,79.2,79.2,16,17.3243210290564,53.7,0,13.4,60.4,60.5,120.9,120.9,10,12.0788616404833,70
2005-06-03,"2005w22",47.32,0.705,67.08,62.4,0,9,9.3,71.3,80.6,80.6,15.1,17.2338025641812,54.9,0,13.5,60.5,61.3,121.8,121.8,9.5,12.0742717574911,71.3
2005-06-10,"2005w23",49.49,0.712,69.48,64.9,0,9.4,9.8,74.9,84.6,84.6,16.1,17.143284099306,56.9,0,13.8,60.8,63.8,124.6,124.6,10.1,12.0696818744989,74.8
2005-06-17,"2005w24",50.4,0.709,71.05,64.8,0,9.7,10.1,77.5,87.6,87.6,15.1,17.0527656344308,58.6,0,14.2,61.1,66.5,127.6,127.6,11.5,12.0650919915066,77.5
2005-06-24,"2005w25",50.49,0.713,70.78,65.5,0,10.2,10.6,81.6,92.2,92.2,16.7,16.9622471695556,59.3,0,14.6,61.5,69.5,131,131,12.6,12.0605021085144,81.6
2005-07-01,"2005w26",53.23,0.702,75.84,70.9,0,10.4,10.8,83.1,93.9,93.9,18.7,16.8717287046805,64.4,0,14.7,61.7,70.5,132.2,132.2,12.3,12.0559122255221,83.1
2005-07-08,"2005w27",53.76,0.677,79.41,69.1,0,10.4,10.8,83.1,93.9,93.9,17.6,16.7812102398053,62.3,0,14.7,62.4,69.8,132.2,132.2,10.5,12.0513223425299,83.1
2005-07-15,"2005w28",54.17,0.677,80.02,65.7,0,10.6,11,84.6,95.6,95.6,13.7,16.6906917749301,63.3,0,14.8,62.5,70.7,133.2,133.2,6.4,12.0467324595376,84.6
2005-07-22,"2005w29",51.38,0.678,75.8,65.1,0,10.8,11.1,85.7,96.8,96.8,16.5,16.6051220191479,64.5,0,15.1,62.7,73,135.8,135.8,10.7,12.0974863620662,85.7
2005-07-29,"2005w30",51.82,0.683,75.92,65.1,0,10.4,10.8,83.1,93.9,93.9,17.4,16.5195522633658,65.9,0,15.3,63,74.9,137.9,137.9,11.6,12.1482402645947,83.1
2005-08-05,"2005w31",54.63,0.686,79.61,67.5,0,10.4,10.8,83.1,93.9,93.9,18,16.4339825075837,69.1,0,15.4,63.1,75.7,138.8,138.8,11.2,12.1989941671233,83.1
2005-08-12,"2005w32",55.72,0.696,80.11,66.9,0,10.5,10.9,83.9,94.8,94.8,18.8,16.3484127518016,68.3,0,15.7,63.3,77.7,141,141,11.8,12.2497480696519,83.9
2005-08-19,"2005w33",57.13,0.703,81.24,67,0,10.8,11.1,85.8,96.9,96.9,18.3,16.2628429960195,71,0,16,63.7,80.2,143.9,143.9,11.2,12.3005019721804,85.8
2005-08-26,"2005w34",56.64,0.696,81.33,73.5,0,10.8,11.1,85.8,96.9,96.9,18.8,16.1772732402374,79.5,0,16.1,63.7,80.8,144.5,144.5,12.5,12.351255874709,85.8
2005-09-02,"2005w35",58.64,0.696,84.3,73.5,0,11,11.4,87.7,99,99,20.7,16.0917034844552,79.5,0,16.7,64.3,85.7,150,150,14.7,12.4020097772375,87.6
2005-09-09,"2005w36",57.25,0.707,81.01,76.5,0,11.3,11.7,90.2,101.9,101.9,16.7,16.0061337286731,78.1,0,17.1,64.8,89.4,154.2,154.2,9.9,12.4527636797661,90.2
2005-09-16,"2005w37",55.5,0.706,78.6,75.6,0,11.1,11.4,88.2,99.6,99.6,11.7,15.9457657186338,74.1,0,17.1,64.7,88.9,153.6,153.6,10.7,12.5415711794006,88.2
2005-09-23,"2005w38",56.69,0.698,81.2,80.3,0,11,11.4,87.7,99,99,12.1,15.8853977085944,74.6,0,16.9,64.5,87.4,151.9,151.9,13.3,12.6303786790351,87.6
2005-09-30,"2005w39",56.18,0.687,81.83,83,0,11.3,11.7,90.2,101.9,101.9,9.9,15.825029698555,73.4,0,16.9,64.5,87.4,151.9,151.9,12.8,12.7191861786696,90.2
2005-10-07,"2005w40",55.96,0.695,80.54,80.3,0,11.4,11.8,91.2,103,103,8.3,15.7646616885157,71,0,16.9,64.5,87.4,151.9,151.9,13.9,12.8079936783041,91.2
2005-10-14,"2005w41",54.04,0.695,77.75,79.6,0,11.8,12.1,93.8,105.9,105.9,13.4,15.7042936784763,70.4,0,16.6,64.3,85.5,149.8,149.8,14.4,12.8968011779387,93.8
2005-10-21,"2005w42",53.83,0.698,77.18,75.1,0,11.7,12.1,93.3,105.3,105.3,13.7,15.6439256684369,67.7,0,16.5,64.1,84.2,148.3,148.3,13.7,12.9856086775732,93.2
2005-10-28,"2005w43",52.96,0.704,75.19,72.2,0,11.3,11.7,90.2,101.9,101.9,15.1,15.5835576583975,62.7,0,15.8,63.5,79,142.5,142.5,11.3,13.0744161772077,90.2
2005-11-04,"2005w44",52.9,0.697,75.95,68.5,0,11.3,11.7,90.2,101.9,101.9,18,15.5231896483582,62.5,0,15.5,63.2,76.7,139.9,139.9,14,13.1632236768422,90.2
2005-11-11,"2005w45",53.16,0.684,77.73,67.3,0,11.3,11.6,89.7,101.3,101.3,21.2,15.4862314981836,62.2,0,15.5,63.2,76.7,139.9,139.9,14.2,13.2433061119292,89.7
2005-11-18,"2005w46",50.67,0.684,74.04,68.1,0,10.8,11.2,86.3,97.5,97.5,19,15.449273348009,60.1,0,15.3,63,74.8,137.8,137.8,12.6,13.3233885470163,86.3
2005-11-25,"2005w47",50.55,0.691,73.1,65.5,0,10.5,10.9,84,94.9,94.9,15.9,15.4123151978345,58.4,0,15.2,62.9,74,136.9,136.9,13.9,13.4034709821033,84
2005-12-02,"2005w48",50.5,0.702,71.98,61.2,0,10.3,10.7,82.1,92.8,92.8,16.6,15.3753570476599,54.7,0,15,62.7,72.6,135.3,135.3,14.2,13.4835534171903,82.1
2005-12-09,"2005w49",53.26,0.71,74.99,64.1,0,9.9,10.2,78.7,88.9,88.9,17.5,15.3383988974853,57,0,14.7,62.3,69.6,131.9,131.9,14.9,13.5636358522774,78.7
2005-12-16,"2005w50",54.82,0.704,77.88,68.4,0,9.9,10.3,79.2,89.5,89.5,15.1,15.3014407473107,60,0,14.7,62.4,70.1,132.5,132.5,13.1,13.6437182873644,79.2
2005-12-23,"2005w51",52.68,0.682,77.23,70.7,0,10.3,10.7,82.2,92.9,92.9,13.8,15.2644825971362,59.1,0,15.1,62.8,73.1,135.9,135.9,13.2,13.7238007224514,82.2
2005-12-30,"2005w52",52.11,0.678,76.85,70.6,0,10.3,10.7,82.2,92.9,92.9,11.5,15.2275244469616,60.1,0,15.1,62.8,73.1,135.9,135.9,14,13.8038831575384,82.2
2006-01-06,"2006w01",55.53,0.686,80.96,73.3,0,10.4,10.8,83,93.8,93.8,12.4,15.2054650426987,65.3,0,15.2,62.9,73.9,136.8,136.8,13.8,13.8680840469053,83
2006-01-13,"2006w02",57.36,0.694,82.67,72.1,0,11,11.3,87.4,98.8,98.8,14.2,15.1834056384358,63.6,0,15.7,63.3,77.7,141,141,12.4,13.9322849362722,87.5
2006-01-20,"2006w03",58.55,0.69,84.88,78.7,0,11.1,11.5,88.4,99.9,99.9,16.4,15.1613462341729,65.8,0,15.8,63.4,78.5,141.9,141.9,14.9,13.9964858256391,88.4
2006-01-27,"2006w04",60.22,0.684,88.1,80.1,0,11.5,11.8,91.5,103.3,103.3,12.8,15.1392868299099,66.3,0,16.1,63.8,81.5,145.3,145.3,15.8,14.060686715006,91.5
2006-02-03,"2006w05",60.48,0.685,88.3,75.9,0,11.8,12.1,93.8,105.9,105.9,13.6,15.117227425647,64.3,0,16.2,63.9,81.9,145.8,145.8,15.6,14.1248876043729,93.8
2006-02-10,"2006w06",58.83,0.678,86.74,78.6,0,11.8,12.1,93.8,105.9,105.9,17.9,15.0951680213841,63.3,0,15.9,63.6,79.6,143.2,143.2,15.3,14.1890884937398,93.8
2006-02-17,"2006w07",56.38,0.675,83.53,78.8,0,11.8,12.1,93.8,105.9,105.9,15.2,15.0731086171212,62.6,0,15.8,63.4,78.5,141.9,141.9,15.2,14.2532893831067,93.8
2006-02-24,"2006w08",56.02,0.664,84.37,80.8,0,11.8,12.2,94.2,106.3,106.3,15.3,15.0510492128583,66.5,0,16.1,63.7,80.8,144.5,144.5,18.1,14.3174902724735,94.1
2006-03-03,"2006w09",57.61,0.663,86.94,80.6,0,12,12.3,95.3,107.6,107.6,14.5,15.0557974150704,67.1,0,16.4,64.1,83.8,147.9,147.9,17.3,14.3606048639152,95.3
2006-03-10,"2006w10",58.15,0.654,88.94,83.3,0,11.9,12.3,94.9,107.2,107.2,14.3,15.0605456172825,68,0,16.6,64.2,84.9,149.2,149.2,17.8,14.4037194553569,94.9
2006-03-17,"2006w11",57.25,0.642,89.14,84.8,0,12.1,12.5,96.4,108.9,108.9,13.2,15.0652938194946,70.1,0,16.6,64.3,85.2,149.5,149.5,17.2,14.4468340467985,96.4
2006-03-24,"2006w12",56.98,0.625,91.2,83.8,0,12.4,12.8,99,111.8,111.8,14.2,15.0700420217067,71.7,0,16.9,64.5,87.2,151.8,151.8,17.1,14.4899486382402,99
2006-03-31,"2006w13",58.18,0.608,95.74,87.2,0,12.8,13.2,102,115.2,115.2,18.2,15.0747902239188,76.3,0,17.2,64.9,90.3,155.2,155.2,18.6,14.5330632296818,102
2006-04-07,"2006w14",61.13,0.611,100.02,89.7,0,13,13.3,103.6,116.9,116.9,16.4,15.0795384261309,79.1,0,17.4,65.7,90.5,156.2,156.2,14.1,14.5761778211235,103.6
2006-04-14,"2006w15",62.65,0.613,102.16,92.5,0,13.4,13.7,106.6,120.3,120.3,16.9,15.084286628343,83.4,0,17.7,66.1,93.3,159.3,159.3,14.1,14.6192924125651,106.6
2006-04-21,"2006w16",65.75,0.628,104.64,97,0,13.7,14,108.9,122.9,122.9,16.4,15.0890348305551,86.7,0,18.3,66.6,97.8,164.5,164.5,14.5,14.6624070040068,108.9
2006-04-28,"2006w17",66.49,0.631,105.35,100.2,0,13.8,14.2,110.2,124.3,124.3,13.2,15.1028383207309,87.3,0,18.8,67.1,101.6,168.8,168.8,15,14.6574813398495,110.1
2006-05-05,"2006w18",66.81,0.638,104.65,101.1,0,14.2,14.6,113.3,127.9,127.9,13.2,15.1166418109066,92,0,19,67.4,103.5,170.9,170.9,16.2,14.6525556756923,113.3
2006-05-12,"2006w19",65.78,0.632,104.03,101.7,0,14.2,14.6,113.3,127.9,127.9,12.3,15.1304453010824,92.5,0,19,67.4,103.5,170.9,170.9,11.6,14.647630011535,113.3
2006-05-19,"2006w20",63.65,0.623,102.09,101.2,0,14.2,14.6,113.3,127.9,127.9,11.6,15.1442487912582,93.9,0,19,67.4,103.5,170.9,170.9,11,14.6427043473778,113.3
2006-05-26,"2006w21",64.35,0.629,102.38,96.5,0,14.2,14.6,113.3,127.9,127.9,12.1,15.1580522814339,92.1,0,19,67.4,103.5,170.9,170.9,9.6,14.6377786832205,113.3
2006-06-02,"2006w22",65.32,0.635,102.91,96,0,14.2,14.6,113.3,127.9,127.9,16.9,15.1718557716097,90,0,19,67.4,103.5,170.9,170.9,11.5,14.6328530190632,113.3
2006-06-09,"2006w23",65.77,0.629,104.57,96.3,0,14.2,14.6,113.3,127.9,127.9,17.4,15.1856592617855,89.3,0,19,67.4,103.5,170.9,170.9,13.5,14.627927354906,113.3
2006-06-16,"2006w24",63.7,0.625,101.89,95.4,0,14.2,14.6,113.3,127.9,127.9,17.1,15.1994627519612,88.1,0,19,67.4,103.5,170.9,170.9,14.2,14.6230016907487,113.3
2006-06-23,"2006w25",63.99,0.616,103.94,94.3,0,14,14.4,111.8,126.2,126.2,16.4,15.1974252016223,85.4,0,18.8,67.2,102,169.2,169.2,13.9,14.5797779765039,111.8
2006-06-30,"2006w26",66.66,0.603,110.54,96.9,0,13.8,14.1,109.8,123.9,123.9,15.5,15.1953876512834,91.2,0,18.5,66.9,100,166.9,166.9,14.6,14.5365542622591,109.8
2006-07-07,"2006w27",68.81,0.607,113.42,98,0,13.8,14.1,109.8,123.9,123.9,12.9,15.1933501009444,92.3,0,18.9,67.2,102.5,169.8,169.8,11.4,14.4933305480143,109.8
2006-07-14,"2006w28",69.58,0.615,113.11,97.1,0,13.8,14.1,109.8,123.9,123.9,11.8,15.1913125506055,91.2,0,19,67.4,103.5,170.9,170.9,11.2,14.4501068337695,109.8
2006-07-21,"2006w29",69.19,0.623,111.08,95.6,0,14.1,14.4,112.1,126.5,126.5,15,15.1892750002665,91.1,0,19.4,67.8,107,174.8,174.8,15.8,14.4068831195247,112.1
2006-07-28,"2006w30",68.34,0.622,109.82,94.9,0,14.2,14.6,113.3,127.9,127.9,17.8,15.1872374499276,90.7,0,19.7,68,108.9,176.9,176.9,17.7,14.3636594052799,113.3
2006-08-04,"2006w31",70.17,0.62,113.22,96.7,0,14,14.3,111.4,125.8,125.8,16.6,15.1851998995886,93.5,0,19.7,68,108.9,176.9,176.9,18.1,14.3204356910351,111.5
2006-08-11,"2006w32",71.21,0.628,113.39,97.8,0,13.9,14.2,110.7,124.9,124.9,14,15.1831623492497,91.3,0,19.7,68,108.9,176.9,176.9,15.4,14.2772119767903,110.7
2006-08-18,"2006w33",68.17,0.636,107.18,95,0,13.9,14.2,110.7,124.9,124.9,12.8,15.1594963252383,84.4,0,19.2,67.6,105.4,173,173,14.1,14.2295184178247,110.7
2006-08-25,"2006w34",68.12,0.638,106.85,94.5,0,13.8,14.1,109.9,124,124,14.9,15.1358303012269,83.3,0,18.5,66.9,100,166.9,166.9,15.5,14.1818248588591,109.9
2006-09-01,"2006w35",65.21,0.645,101.1,92.3,0,13.5,13.9,108,121.9,121.9,13.5,15.1121642772156,77.2,0,18.4,66.8,98.7,165.5,165.5,15.4,14.1341312998934,108
2006-09-08,"2006w36",63.42,0.65,97.58,89.6,0,13.4,13.7,106.5,120.2,120.2,14.2,15.0884982532042,70.8,0,17.6,66,92.5,158.5,158.5,15.3,14.0864377409278,106.5
2006-09-15,"2006w37",60.05,0.647,92.8,82.7,0,13.1,13.5,104.8,118.3,118.3,15.3,15.0648322291928,68.3,0,17.2,65.5,88.9,154.5,154.5,18.1,14.0387441819622,104.8
2006-09-22,"2006w38",57.53,0.661,86.98,77.5,0,12.7,13,100.9,113.9,113.9,18.2,15.0411662051815,66.4,0,16.5,64.9,83.7,148.6,148.6,15.5,13.9910506229965,100.9
2006-09-29,"2006w39",56.52,0.66,85.61,76.2,0,11.8,12.2,94,106.2,106.2,16.6,15.0175001811701,65.4,0,16.2,64.6,81.1,145.6,145.6,14.7,13.9433570640309,94
2006-10-06,"2006w40",56.27,0.659,85.37,75.7,0,11.4,11.8,91.2,103.9,103,15,14.9938341571587,64,0,15.9,64.2,78.5,143.9,142.8,13.2,13.8956635050653,92.0003883495146
2006-10-13,"2006w41",56.29,0.659,85.41,74.2,0,11.4,11.8,91.2,103.9,103,15.4,14.951476979565,62.3,0,15.9,64.2,78.5,143.9,142.8,14.6,13.8564770796344,92.0003883495146
2006-10-20,"2006w42",56.73,0.662,85.66,72.9,0,11.4,11.8,91.2,103.9,103,17,14.9091198019713,62.1,0,15.9,64.2,78.5,143.9,142.8,16.2,13.8172906542034,92.0003883495146
2006-10-27,"2006w43",56.77,0.66,86.07,72.5,0,11.4,11.8,91.2,103.9,103,18.3,14.8667626243776,61.7,0,15.9,64.2,78.5,143.9,142.8,16.4,13.7781042287725,92.0003883495146
2006-11-03,"2006w44",55.48,0.669,82.91,68.6,0,11.3,11.6,89.9,102.5,101.6,17.4,14.8244054467839,59.1,0,15.7,64.1,77.3,142.5,141.3,15.6,13.7389178033415,90.7999015748031
2006-11-10,"2006w45",57.53,0.668,86.12,68.8,0,10.9,11.2,86.7,98.9,98,18.1,14.7820482691902,60.9,0,15.3,63.7,74.1,138.9,137.8,14.9,13.6997313779106,87.5998979591837
2006-11-17,"2006w46",56.57,0.662,85.4,70.5,0,10.9,11.2,86.7,98.9,98,17.9,14.7396910915965,61.8,0,15.3,63.7,74.1,138.9,137.8,13.2,13.6605449524797,87.5998979591837
2006-11-24,"2006w47",56.13,0.669,83.9,72,0,10.9,11.2,86.7,98.9,98,16.3,14.6973339140028,63.1,0,15.3,63.7,74.1,138.9,137.8,12.3,13.6213585270487,87.5998979591837
2006-12-01,"2006w48",58.97,0.677,87.1,72.1,0,10.9,11.2,86.7,98.9,98,14.8,14.6549767364091,65,0,15.4,63.8,75.1,140,138.9,12,13.5821721016178,87.5998979591837
2006-12-08,"2006w49",59.76,0.688,86.92,70.9,0,10.9,11.2,86.7,98.9,98,14.6,14.6064955230973,64.3,0,15.8,64.1,77.6,142.9,141.8,12.7,13.5610637371123,87.5998979591837
2006-12-15,"2006w50",58.23,0.689,84.46,71.9,0,10.9,11.2,86.7,98.9,98,15.8,14.5580143097854,65.7,0,15.8,64.1,77.6,142.9,141.8,13.4,13.5399553726069,87.5998979591837
2006-12-22,"2006w51",58.44,0.693,84.29,71.7,0,10.9,11.2,86.7,98.9,98,14.8,14.5095330964736,67,0,15.8,64.1,77.6,142.9,141.8,11.9,13.5188470081014,87.5998979591837
2006-12-29,"2006w52",56.88,0.703,80.95,69,0,10.9,11.2,86.7,98.9,98,15.1,14.4610518831617,65.8,0,15.8,64.1,77.6,142.9,141.8,10.6,13.4977386435959,87.5998979591837
2007-01-05,"2007w01",53.55,0.704,76.05,67.4,0,10.7,11.1,85.2,98.9,96.3,16.3,14.4125706698499,63.3,0,15.6,63.9,76.2,142.9,140.2,10.4,13.4766302790905,87.5111111111111
2007-01-12,"2007w02",51.2,0.689,74.27,68.1,0,10.4,10.8,83.2,96.6,94,15.8,14.364089456538,60.6,0,15.3,63.7,74.2,140.6,137.9,11,13.455521914585,85.5123404255319
2007-01-19,"2007w03",49.55,0.694,71.44,66.9,0,10.1,10.5,80.8,93.9,91.3,12.7,14.3156082432262,57.6,0,15,63.4,71.8,137.9,135.2,11.2,13.4344135500796,83.1123767798467
2007-01-26,"2007w04",51.83,0.699,74.17,67.2,0,10.1,10.5,80.8,93.9,91.3,13.9,14.2671270299143,58.9,0,15,63.4,71.8,137.9,135.2,14.2,13.4133051855741,83.1123767798467
2007-02-02,"2007w05",53.36,0.691,77.26,70.3,0,10.1,10.5,80.8,93.9,91.3,13.6,14.2238965043612,61.5,0,15,63.4,71.8,137.9,135.2,12.9,13.4202664121353,83.1123767798467
2007-02-09,"2007w06",55.44,0.684,81.03,72.6,0,10.4,10.8,83.1,96.5,93.9,12.8,14.1806659788081,63.6,0,15.3,63.7,74.1,140.5,137.8,12.6,13.4272276386966,85.4120340788072
2007-02-16,"2007w07",54.31,0.688,78.89,69.9,0,10.8,11.2,86.1,99.9,97.3,13.5,14.1374354532551,62.4,0,15.7,64.1,77.1,143.9,141.2,13.6,13.4341888652578,88.411408016444
2007-02-23,"2007w08",56.99,0.703,81.09,69.4,0,10.7,11.1,85.6,99.3,96.7,15.7,14.094204927702,64.7,0,15.7,64.1,77.1,143.9,141.2,14.7,13.441150091819,87.9123061013444
2007-03-02,"2007w09",58.94,0.702,83.91,71.3,0,10.4,10.7,82.6,95.9,93.3,13.2,14.0509744021489,68.8,0,15.8,64.1,77.6,144.5,141.8,12.9,13.4481113183803,84.9101822079314
2007-03-09,"2007w10",58.45,0.682,85.73,73.4,0,10.6,10.9,84.1,97.6,95,12.8,14.0077438765958,73.1,0,16.4,64.7,82.6,150,147.3,13.8,13.4550725449415,86.4098947368421
2007-03-16,"2007w11",57.63,0.693,83.17,71.9,0,10.8,11.2,86.1,99.9,97.3,12.8,13.9645133510427,72,0,16.7,65.1,85.5,153.3,150.6,12.4,13.4620337715027,88.411408016444
2007-03-23,"2007w12",58.02,0.705,82.28,70.9,0,10.8,11.2,86.1,99.9,97.3,14.2,13.9212828254896,70.6,0,17,65.4,87.8,155.9,153.2,15.8,13.468994998064,88.411408016444
2007-03-30,"2007w13",61.86,0.714,86.7,74,0,10.8,11.2,86.1,99.9,97.3,15.2,13.8828633086855,72.8,0,17,65.4,87.8,155.9,153.2,17.2,13.500778790997,88.411408016444
2007-04-06,"2007w14",63.75,0.72,88.55,75.7,0,11,11.4,88,100.5,99.4,14,13.8444437918814,74,0,17.3,66.2,89,155.9,155.3,16.2,13.5325625839299,88.9782696177062
2007-04-13,"2007w15",64.42,0.728,88.5,75.8,0,10.8,11.1,85.8,97.9,96.9,10,13.8060242750773,74.3,0,16.8,65.8,85.5,151.9,151.3,11.5,13.5643463768629,86.6885448916409
2007-04-20,"2007w16",62.84,0.744,84.5,73.8,0,10.8,11.1,85.8,97.9,96.9,10,13.7676047582732,73,0,16.8,65.8,85.5,151.9,151.3,11.2,13.5961301697959,86.6885448916409
2007-04-27,"2007w17",64.01,0.744,86,75.5,0,10.8,11.2,86.3,98.5,97.4,12.5,13.7291852414691,76.1,0,16.9,65.9,86,152.5,151.8,13,13.6279139627289,87.1780287474333
2007-05-04,"2007w18",63.47,0.739,85.93,76.1,0,11.2,11.6,89.3,101.9,100.9,13.8,13.690765724665,78.1,0,17.3,66.2,89,155.9,155.3,12.9,13.6596977556619,90.1889990089197
2007-05-11,"2007w19",62.55,0.734,85.27,76.7,0,11.1,11.5,88.4,100.9,99.9,12.3,13.6523462078609,78.8,0,17.1,66.1,88.1,154.9,154.3,10,13.6914815485949,89.2888888888889
2007-05-18,"2007w20",64.79,0.735,88.15,77.2,0,11,11.4,87.9,100.3,99.3,11.2,13.6139266910568,81.6,0,17.1,66.1,87.6,154.3,153.7,8.8,13.7232653415279,88.789224572004
2007-05-25,"2007w21",66.39,0.728,91.17,78.8,0,11,11.4,88,100.5,99.4,10.9,13.5793913278656,82.3,0,17.1,66.1,87.8,154.5,153.8,6.1,13.7457849884552,88.9782696177062
2007-06-01,"2007w22",63.85,0.73,87.53,77.7,0,10.8,11.1,85.8,97.9,96.9,6.9,13.5448559646743,79.1,0,16.8,65.8,85.5,151.9,151.3,3.2,13.7683046353825,86.6885448916409
2007-06-08,"2007w23",65.73,0.751,87.56,75.7,0,10.9,11.3,87,99.3,98.3,9.4,13.5103206014831,75,0,17,66,86.7,153.3,152.7,7.7,13.7908242823099,87.8891149542218
2007-06-15,"2007w24",65.61,0.752,87.23,75.8,0,11.3,11.7,90.2,102.9,101.9,14.5,13.4757852382919,73.2,0,17.4,66.4,89.9,156.9,156.3,14.9,13.8133439292372,91.0891069676153
2007-06-22,"2007w25",66.95,0.758,88.38,76.6,0,11.3,11.7,90.2,102.9,101.9,14.4,13.4412498751007,73,0,17.4,66.4,89.9,156.9,156.3,16.7,13.8358635761645,91.0891069676153
2007-06-29,"2007w26",66.37,0.766,86.66,75.1,0,11.3,11.7,90.2,102.9,101.9,13.6,13.4067145119095,73.5,0,17.4,66.4,89.9,156.9,156.3,16.9,13.8583832230919,91.0891069676153
2007-07-06,"2007w27",68.54,0.78,87.85,75.2,0,11.3,11.6,89.9,102.9,101.6,14.9,13.3721791487182,74.2,0,17.4,67.9,88.5,157.5,156.4,15,13.8809028700192,91.1554133858268
2007-07-13,"2007w28",70.31,0.781,90,77.3,0,11.3,11.6,89.9,102.9,101.6,14.8,13.337643785527,73.7,0,17.3,67.8,87.9,156.9,155.8,13.7,13.9034225169465,91.1554133858268
2007-07-20,"2007w29",70.21,0.792,88.69,77.2,0,11.3,11.6,89.9,102.9,101.6,12.6,13.3180557640186,71.1,0,17.3,67.8,87.9,156.9,155.8,14.2,13.9043328347704,91.1554133858268
2007-07-27,"2007w30",70.27,0.798,88.05,75.6,0,11.3,11.6,89.9,102.9,101.6,12.8,13.2984677425102,68.4,0,17,67.5,85.3,153.9,152.8,14.2,13.9052431525942,91.1554133858268
2007-08-03,"2007w31",70.11,0.766,91.57,78.6,0,11.3,11.6,89.9,102.9,101.6,14.3,13.2788797210018,69.5,0,17,67.5,85.3,153.9,152.8,16.9,13.906153470418,91.1554133858268
2007-08-10,"2007w32",66.38,0.761,87.2,75.9,0,11.3,11.6,89.9,102.9,101.6,11.3,13.2592916994933,66.9,0,17,67.5,85.3,153.9,152.8,15.8,13.9070637882419,91.1554133858268
2007-08-17,"2007w33",66.81,0.721,92.7,79,0,11.3,11.7,90.3,103.3,102,14.4,13.2397036779849,70.5,0,17,67.6,85.7,154.3,153.2,18.7,13.9079741060657,91.4559803921569
2007-08-24,"2007w34",66.17,0.701,94.41,80.6,0,11.6,12,92.6,105.9,104.6,13.6,13.2201156564765,70.9,0,17.3,67.8,87.9,156.9,155.8,17.4,13.9088844238895,93.7558317399618
2007-08-31,"2007w35",67.8,0.709,95.63,81.5,0,11.6,12,92.6,105.9,104.6,12,13.2005276349681,73.2,0,17.3,67.8,87.9,156.9,155.8,17.1,13.9097947417134,93.7558317399618
2007-09-07,"2007w36",70.15,0.697,100.71,85.8,0,11.9,12.3,95.2,108.8,107.4,13.7,13.1809396134597,75.8,0,17.5,68.1,89.9,159,157.9,16.7,13.9107050595372,96.3448789571695
2007-09-14,"2007w37",72.95,0.701,104.06,88.5,0,12.4,12.8,99.2,113.3,112,13.4,13.1630259295589,75.8,0,17.9,68.4,92.6,162.2,161.1,16.9,13.9005190871122,100.356071428571
2007-09-21,"2007w38",74.95,0.724,103.52,87.1,0,13.1,13.4,104.2,118.9,117.6,15.7,13.1451122456582,76.8,0,18.1,68.6,94.2,163.9,162.8,18.4,13.8903331146873,105.35518707483
2007-09-28,"2007w39",75.68,0.747,101.32,84.7,0,13.1,13.4,104.2,118.9,117.6,17.1,13.1271985617574,74.9,0,18.1,68.6,94.2,163.9,162.8,17.4,13.8801471422623,105.35518707483
2007-10-05,"2007w40",73.1,0.759,96.37,82,0,12.5,12.9,99.8,114.9,112.6,15.1,13.1092848778566,72,0,17.5,68,89.4,159.9,157.5,14.6,13.8699611698374,101.744671403197
2007-10-12,"2007w41",74.33,0.765,97.16,82.1,0,12.2,12.5,97,111.8,109.5,15,13.0913711939559,73.6,0,17.2,67.8,87.2,157.3,154.9,15.2,13.8597751974124,99.0437442922374
2007-10-19,"2007w42",78.63,0.758,103.73,86,0,12.5,12.9,99.6,114.8,112.5,17.6,13.0734575100551,77.7,0,17.7,68.2,91.1,161.8,159.3,17.5,13.8495892249875,101.644444444444
